,person,degree_centrality,hub_degree_centrality,betweenness_centrality,hub_betweenness_centrality,closeness_centrality,hub_closeness_centrality,clustering,hub_clustering,degree,hub_degree
0,117324,0.0051099461687057635,0.005622518946228798,0.00043941741675374783,0.0005197335712266746,0.23635028644539577,0.24690135633252297,0.2166612351133191,0.23196704322648812,28.319321666967348,31.16
0,117930,0.005341722238126082,0.005593648502345723,0.00042402188983186147,0.0003907487684896868,0.2437031036085869,0.25679512489710904,0.22545071534778277,0.22930749285668445,29.60382464369475,31.0
0,118023,0.005863218394321797,0.006632984482136411,0.00043148392882085446,0.0005116293704110896,0.26589099495014,0.2709126572646615,0.19314170562229518,0.15425435830200082,32.49395634133141,36.76
0,118124,0.0071411118467324735,0.007675929267412487,0.0004167172511532185,0.0004959548694238464,0.2788072985510014,0.2900021666257424,0.24007122660110664,0.2555997269994716,39.576041854591374,42.54
0,118225,0.0036991070045657927,0.00482497293395886,0.00044087990251285295,0.0006825177029181674,0.22067344067817612,0.23217563777103523,0.1665429114986349,0.14335171757707613,20.500451019303625,26.74
0,118528,0.0049202934467334645,0.005348249729339588,0.00047065388198634964,0.0006457724092420704,0.24440612068073403,0.24974505171334954,0.22555937647389282,0.23004803176267533,27.268266281796862,29.64
0,118730,0.003748457077773827,0.00400216528329123,0.00046552623435737575,0.0006758020373526638,0.2135587997736894,0.22091311142509248,0.18453267202748064,0.19600452872943552,20.77394912502255,22.18
0,118932,0.003998788253875266,0.004031035727174305,0.00045523090753348547,0.0004797731191589595,0.22730593722602382,0.23125000125827921,0.2059210117859118,0.2245149879168803,22.161284502976727,22.34
0,119126,0.005474798161130332,0.006741248646697942,0.0004205835930853309,0.00043757360217314476,0.25299653973985503,0.2576364617386431,0.17807475668333977,0.1938373858644578,30.341331408984306,37.36
0,119732,0.005130063810686348,0.006669072536990256,0.0004232562729146909,0.0005759495036961435,0.24702832468289398,0.26858959170356955,0.1934265039824485,0.19643964859188126,28.430813638823743,36.96
0,119833,0.004411688206758316,0.00516780945507037,0.0004513123259940414,0.0006421195235092007,0.23257814650784875,0.25074486613712205,0.20433885791842818,0.17494569307271784,24.44957604185459,28.64
0,120111,0.0037049014063013012,0.004031035727174304,0.00042188668106821854,0.00045581968772536417,0.20566755012550536,0.21656868817995567,0.1859311828150941,0.18254612315054813,20.53256359372181,22.34
0,120212,0.006010096712471302,0.00626488632262721,0.0004014955272613932,0.00041947868047537807,0.2565089474483513,0.2613111589389587,0.21878324626070986,0.24428206547863493,33.30795598051596,34.72
0,120515,0.007646266487921308,0.00795380728978708,0.0004192511306043936,0.0003952594118957293,0.2836515431184315,0.2832154697413127,0.21851762980747338,0.2186392166130854,42.37560887605989,44.08
0,120717,0.0051922396944774725,0.005019848430169613,0.00045723335531574236,0.0003843126931143784,0.25167154486267845,0.24975789401322274,0.21527820004352466,0.24740423494917949,28.775392386794156,27.82
0,121416,0.0035007952328089706,0.0038397690364489357,0.0004562729619769032,0.0004595452202941978,0.20777573068229918,0.21770729307840395,0.18471473877295308,0.21612665589156108,19.401407180227313,21.28
0,121618,0.003292457192880594,0.003763984121255864,0.0004464740524202557,0.0006040961701457282,0.20072387322616211,0.21171009526617734,0.18595909287420126,0.24053831830435105,18.246797762944254,20.86
0,121921,0.0033290465611430153,0.0037964633706243233,0.00045803516161451027,0.000468776845053477,0.20901259494443436,0.21578047517994886,0.1730674497260527,0.19851552661602498,18.44957604185459,21.04
0,122317,0.00456924384945415,0.005131721400216528,0.00043597204662808704,0.0005494283018388057,0.24053066295027706,0.24254571354303367,0.2024191366449097,0.19480176426054158,25.322749413674906,28.44
0,122620,0.0058718774441063205,0.007102129195236375,0.00041920552963362105,0.0005977823479700979,0.2590486664802269,0.27826848318588016,0.21581841981939223,0.23807079857023936,32.541944795237235,39.36
0,122822,0.0052906143127061525,0.006387585709130278,0.00046273506955268206,0.0008175280718783159,0.25002926648494384,0.26373953929089966,0.20437068811515147,0.22929266670189552,29.320584521017498,35.4
0,123117,0.004211683688427076,0.005229159148321905,0.00044280759807247276,0.0005661756887689357,0.23330559980936144,0.24684292554622303,0.1922348104693241,0.17824465763973063,23.341151001262855,28.98
0,123420,0.004891516754968357,0.00523276795380729,0.0004592218678361244,0.0005544446379484399,0.24246268097316362,0.23896660670893366,0.21791346504109727,0.2368303238370475,27.10878585603464,29.0
0,123521,0.0036938985535675834,0.004034644532659689,0.0004523090497120685,0.0005971868746199,0.21467513815622594,0.21711736671287798,0.18862096805647866,0.21581763756233896,20.47158578387155,22.36
0,123824,0.005545177355243637,0.0074124864669794285,0.00044554917872445835,0.0008076972751756194,0.2559615836293123,0.275468149493342,0.20355597830420535,0.19019314542880206,30.73137290276024,41.08
0,123925,0.005544135665043995,0.005669433417538795,0.00042002031946052683,0.0004232928739895028,0.25209605775933763,0.2613407193959748,0.20991366957986066,0.21663125104820025,30.725599855673824,31.42
0,124220,0.002717639519590709,0.003706243233489715,0.0004262749020824833,0.0007319629342552414,0.18636044273691516,0.20157215770828954,0.1674714292296422,0.1588031644272323,15.061158217571712,20.54
0,124422,0.005542638235382009,0.0051461566221580645,0.0004234047551274332,0.00034217248729801565,0.2488379777463786,0.2594014187891471,0.20610248986480775,0.22550420494702003,30.717301100487102,28.52
