,person,degree_centrality,hub_degree_centrality,betweenness_centrality,hub_betweenness_centrality,closeness_centrality,hub_closeness_centrality,clustering,hub_clustering,degree,hub_degree
0,124624,0.00441650602393166,0.004990977986286539,0.00042795954129543957,0.0004419706634688686,0.22924317486861998,0.23053629205020762,0.20567475802725535,0.1970127723745977,24.476276384629262,27.66
0,124826,0.004679532799341235,0.005434861060988811,0.0004392778056394167,0.0004104097584947676,0.23826557294329745,0.2407417278995319,0.20361926387627868,0.22647010718712177,25.933970773949124,30.12
0,125525,0.005855666140374394,0.007311439913388668,0.00043272221666104416,0.0007053831775489303,0.2584880677719032,0.279656767597008,0.21797777414194253,0.22396432144407466,32.4521017499549,40.52
0,126325,0.005580008871294162,0.007325875135330205,0.00041295207499238975,0.0007575323917893458,0.25551312766822637,0.268963357099608,0.20991446364109137,0.18916305764525734,30.924409164712248,40.6
0,126628,0.004952585842922363,0.00485023457235655,0.0004241079101119506,0.0003882130330524069,0.24510122972308301,0.24210695921846098,0.21124791492717557,0.20744660497033912,27.447230741475735,26.88
0,127327,0.0026808548344158553,0.003085528690003608,0.0004529629260386576,0.0005986064736260251,0.1663936435685054,0.1932329987285356,0.1754172300433086,0.18982361833090322,14.857297492332671,17.1
0,127630,0.0065217619174079,0.006153013352580295,0.0004342518760222897,0.0004019534467888931,0.2771718030210295,0.2864875008776489,0.2126746995967471,0.18907300646464506,36.14360454627458,34.1
0,127933,0.00300456006395457,0.0045362684951281125,0.00042610192153836755,0.0009323941467780574,0.1822499607532735,0.2115608914318583,0.17523757748145108,0.1817156265457852,16.651271874436226,25.14
0,128026,0.0039060127204696613,0.003998556477805846,0.0004658094397679737,0.0004432822561644544,0.2236980815413599,0.2335608795620584,0.18936663161518788,0.2185071443707218,21.647122496842865,22.16
0,128127,0.00484034372391095,0.00433417538794659,0.0004446259500005518,0.000362062518334916,0.24077913580522944,0.23786427802621343,0.20248921203715226,0.1620545486768811,26.825184917914488,24.02
0,128632,0.004552186172435015,0.00485023457235655,0.00044843683288034604,0.000503178770645298,0.2395808199686337,0.24957326074254257,0.1850958040175168,0.18265592387480592,25.228215767634854,26.88
0,128935,0.0047406018872952396,0.005564778058462648,0.0004495210808527626,0.0005003062128613011,0.23688590144184038,0.24773885473828927,0.21887395034893686,0.22151110366782814,26.272415659390223,30.84
0,129028,0.003937523849008829,0.0039191627571273915,0.0004255746022991764,0.0003790137834264965,0.21923249889685056,0.22022489618338184,0.18508517880024963,0.1870899564849874,21.82175717120693,21.72
0,129129,0.005062158630797193,0.005470949115842656,0.00044343088967169214,0.0004128949268359697,0.24099065749599177,0.252864793141992,0.21973721713671393,0.22287664764727275,28.054483131878044,30.32
0,129331,0.005702407469752083,0.007040779501984843,0.00046098653493156766,0.0007509669177743142,0.24723764067916676,0.25694688347988004,0.2022976642038602,0.21215318065586863,31.602742197366048,39.02
