,114823,115017,115219,115825,116221,116524,116726,117122
114823,200.0,27.0,29.0,29.0,17.0,23.0,22.0,18.0
115017,30.0,200.0,13.0,36.0,10.0,30.0,23.0,17.0
115219,26.0,15.0,200.0,19.0,29.0,19.0,11.0,16.0
115825,27.0,30.0,18.0,200.0,16.0,29.0,23.0,17.0
116221,16.0,11.0,28.0,18.0,200.0,14.0,10.0,20.0
116524,25.0,33.0,14.0,34.0,15.0,200.0,37.0,9.0
116726,18.0,26.0,7.0,27.0,10.0,45.0,200.0,15.0
117122,14.0,16.0,14.0,18.0,24.0,13.0,10.0,200.0
