,114823,115017,115219,115825,116221,116524,116726,117122
114823,200.0,43.0,38.0,51.0,22.0,32.0,39.0,27.0
115017,44.0,200.0,23.0,50.0,22.0,48.0,45.0,29.0
115219,39.0,28.0,200.0,32.0,43.0,33.0,19.0,25.0
115825,40.0,49.0,32.0,200.0,24.0,42.0,44.0,30.0
116221,28.0,27.0,43.0,28.0,200.0,27.0,25.0,32.0
116524,34.0,43.0,26.0,45.0,20.0,200.0,61.0,19.0
116726,29.0,37.0,20.0,43.0,17.0,64.0,200.0,30.0
117122,24.0,25.0,23.0,33.0,31.0,19.0,22.0,200.0
